,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
P274,[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-3],[0-2],[0-2],[0-2],[0-2],[0-1],aab,Group: 5
P242,[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-3],[0-2],[0-2],[0-2],[0-2],[0-1],aab,Group: 5
P662,[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-3],[0-2],[0-2],[0-2],[0-2],[0-1],aab,Group: 5
P694,[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-3],[0-2],[0-2],[0-2],[0-2],[0-1],aab,Group: 5
P671,[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-3],[0-2],[0-2],[0-2],[0-2],[0-1],aab,Group: 5
P273,[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-3],[0-2],[0-2],[0-2],[0-2],[0-1],aab,Group: 5
P446,[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-3],[0-2],[0-2],[0-2],[0-2],[0-1],aab,Group: 5
P234,[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-3],[0-2],[0-2],[0-2],[0-2],[0-1],aab,Group: 5
P763,[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],bba,Group: 6
P715,[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],bba,Group: 6
P260,[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],bba,Group: 6
P381,[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],baa,Group: 6
P716,[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],baa,Group: 6
P667,[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],baa,Group: 6
P646,[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],abb,Group: 6
P470,[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],abb,Group: 6
P471,[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],abb,Group: 6
P579,[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-2],[0-0],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],abb,Group: 8
P279,[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-2],[0-0],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],abb,Group: 8
P644,[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-2],[0-0],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],abb,Group: 8
P718,[0-0],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-3],[0-2],[0-2],bab,Group: 7
P230,[0-0],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-3],[0-2],[0-2],bab,Group: 7
P378,[0-0],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-3],[0-2],[0-2],abb,Group: 7
P719,[0-0],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-3],[0-2],[0-2],abb,Group: 7
P771,[0-0],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-3],[0-2],[0-2],abb,Group: 7
P233,[0-0],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-3],[0-2],[0-2],abb,Group: 7
P651,[0-0],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-3],[0-2],[0-2],abbbb,Group: 7
P683,[0-0],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-3],[0-2],[0-2],abbbb,Group: 7
P751,[0-0],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-3],[0-2],[0-2],aab,Group: 7
P256,[0-0],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-3],[0-2],[0-2],aab,Group: 7
P251,[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-2],[0-0],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],aab,Group: 8
P778,[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-2],[0-0],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],aab,Group: 8
P217,[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-2],[0-0],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],aab,Group: 8
P246,[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-2],[0-0],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],aba,Group: 8
P237,[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-2],[0-0],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],aba,Group: 8
P236,[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-2],[0-2],[0-0],[0-1],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],aba,Group: 8
P744,[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-2],[0-0],[0-1],[0-1],[0-1],[0-0],[0-3],[0-1],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-0],[0-1],[0-3],[0-1],aab,Group: 10
P238,[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-2],[0-0],[0-1],[0-1],[0-1],[0-0],[0-3],[0-1],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-0],[0-1],[0-3],[0-1],aab,Group: 10
P462,[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-2],[0-0],[0-1],[0-1],[0-1],[0-0],[0-3],[0-1],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-0],[0-1],[0-3],[0-1],aab,Group: 10
P735,[0-1],[0-1],[0-0],[0-3],[0-0],[0-1],[0-0],[0-1],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-2],[0-3],[0-1],[0-2],[0-3],[0-1],[0-2],[0-2],[0-3],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-2],[0-3],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-2],[0-0],[0-2],[0-2],[0-2],[0-1],[0-4],[0-1],[0-2],abb,Group: 9
P350,[0-1],[0-1],[0-0],[0-3],[0-0],[0-1],[0-0],[0-1],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-2],[0-3],[0-1],[0-2],[0-3],[0-1],[0-2],[0-2],[0-3],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-2],[0-3],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-2],[0-0],[0-2],[0-2],[0-2],[0-1],[0-4],[0-1],[0-2],abb,Group: 9
P664,[0-1],[0-1],[0-0],[0-3],[0-0],[0-1],[0-0],[0-1],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-2],[0-3],[0-1],[0-2],[0-3],[0-1],[0-2],[0-2],[0-3],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-2],[0-3],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-2],[0-0],[0-2],[0-2],[0-2],[0-1],[0-4],[0-1],[0-2],aab,Group: 9
P380,[0-1],[0-1],[0-0],[0-3],[0-0],[0-1],[0-0],[0-1],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-2],[0-3],[0-1],[0-2],[0-3],[0-1],[0-2],[0-2],[0-3],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-2],[0-3],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-2],[0-0],[0-2],[0-2],[0-2],[0-1],[0-4],[0-1],[0-2],aab,Group: 9
P574,[0-1],[0-1],[0-0],[0-3],[0-0],[0-1],[0-0],[0-1],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-2],[0-3],[0-1],[0-2],[0-3],[0-1],[0-2],[0-2],[0-3],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-2],[0-3],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-2],[0-0],[0-2],[0-2],[0-2],[0-1],[0-4],[0-1],[0-2],aab,Group: 9
P289,[0-1],[0-1],[0-0],[0-3],[0-0],[0-1],[0-0],[0-1],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-2],[0-3],[0-1],[0-2],[0-3],[0-1],[0-2],[0-2],[0-3],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-2],[0-3],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-2],[0-0],[0-2],[0-2],[0-2],[0-1],[0-4],[0-1],[0-2],aab,Group: 9
P272,[0-1],[0-1],[0-0],[0-3],[0-0],[0-1],[0-0],[0-1],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-2],[0-3],[0-1],[0-2],[0-3],[0-1],[0-2],[0-2],[0-3],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-2],[0-3],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-2],[0-0],[0-2],[0-2],[0-2],[0-1],[0-4],[0-1],[0-2],abb,Group: 9
P347,[0-1],[0-1],[0-0],[0-3],[0-0],[0-1],[0-0],[0-1],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-2],[0-3],[0-1],[0-2],[0-3],[0-1],[0-2],[0-2],[0-3],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-2],[0-3],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-2],[0-0],[0-2],[0-2],[0-2],[0-1],[0-4],[0-1],[0-2],abb,Group: 9
P219,[0-1],[0-1],[0-0],[0-3],[0-0],[0-1],[0-0],[0-1],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-2],[0-3],[0-1],[0-2],[0-3],[0-1],[0-2],[0-2],[0-3],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-2],[0-3],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-2],[0-0],[0-2],[0-2],[0-2],[0-1],[0-4],[0-1],[0-2],bcc,Group: 9
P819,[0-1],[0-1],[0-0],[0-3],[0-0],[0-1],[0-0],[0-1],[0-1],[0-2],[0-1],[0-0],[0-1],[0-1],[0-2],[0-3],[0-1],[0-2],[0-3],[0-1],[0-2],[0-2],[0-3],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-2],[0-2],[0-3],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-2],[0-2],[0-0],[0-2],[0-2],[0-2],[0-1],[0-4],[0-1],[0-2],bcc,Group: 9
P231,[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-2],[0-0],[0-1],[0-1],[0-1],[0-0],[0-3],[0-1],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-0],[0-1],[0-3],[0-1],aab,Group: 10
P755,[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-2],[0-0],[0-1],[0-1],[0-1],[0-0],[0-3],[0-1],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-0],[0-1],[0-3],[0-1],aab,Group: 10
